,Country,Region,Var,Year,Value
1073,Venezuela,Latin America and Caribbean,Happiness score,2020,5.053199768
1074,Vietnam,Southeast Asia,Happiness score,2020,5.353499889
1075,Yemen,Middle East and North Africa,Happiness score,2020,3.527400017
1076,Zambia,Sub-Saharan Africa,Happiness score,2020,3.759399891
1077,Zimbabwe,Sub-Saharan Africa,Happiness score,2020,3.299200058
1078,Afghanistan,South Asia,Happiness score,2021,2.523
1079,Albania,Central and Eastern Europe,Happiness score,2021,5.117
1080,Algeria,Middle East and North Africa,Happiness score,2021,4.887
1081,Argentina,Latin America and Caribbean,Happiness score,2021,5.929
1082,Armenia,Commonwealth of Independent States,Happiness score,2021,5.283
1083,Australia,North America and ANZ,Happiness score,2021,7.183
1084,Austria,Western Europe,Happiness score,2021,7.268
1085,Azerbaijan,Commonwealth of Independent States,Happiness score,2021,5.171
1086,Bahrain,Middle East and North Africa,Happiness score,2021,6.647
1087,Bangladesh,South Asia,Happiness score,2021,5.025
1088,Belarus,Commonwealth of Independent States,Happiness score,2021,5.534
1089,Belgium,Western Europe,Happiness score,2021,6.834
1090,Benin,Sub-Saharan Africa,Happiness score,2021,5.045
1091,Bolivia,Latin America and Caribbean,Happiness score,2021,5.716
1092,Bosnia and Herzegovina,Central and Eastern Europe,Happiness score,2021,5.813
1093,Botswana,Sub-Saharan Africa,Happiness score,2021,3.467
1094,Brazil,Latin America and Caribbean,Happiness score,2021,6.33
1095,Bulgaria,Central and Eastern Europe,Happiness score,2021,5.266
1096,Burkina Faso,Sub-Saharan Africa,Happiness score,2021,4.834
1097,Burundi,Sub-Saharan Africa,Happiness score,2021,3.775
1098,Cambodia,Southeast Asia,Happiness score,2021,4.83
1099,Cameroon,Sub-Saharan Africa,Happiness score,2021,5.142
1100,Canada,North America and ANZ,Happiness score,2021,7.103
1101,Central African Republic,Sub-Saharan Africa,Happiness score,2021,
1102,Chad,Sub-Saharan Africa,Happiness score,2021,4.355
1103,Chile,Latin America and Caribbean,Happiness score,2021,6.172
1104,China,East Asia,Happiness score,2021,5.339
1105,Colombia,Latin America and Caribbean,Happiness score,2021,6.012
1106,Comoros,Sub-Saharan Africa,Happiness score,2021,4.289
1107,Congo (Brazzaville),Sub-Saharan Africa,Happiness score,2021,5.342
1108,Congo (Kinshasa),Sub-Saharan Africa,Happiness score,2021,
1109,Costa Rica,Latin America and Caribbean,Happiness score,2021,7.069
1110,Croatia,Central and Eastern Europe,Happiness score,2021,5.882
1111,Cyprus,Western Europe,Happiness score,2021,6.223
1112,Czech Republic,Central and Eastern Europe,Happiness score,2021,6.965
1113,Denmark,Western Europe,Happiness score,2021,7.62
1114,Dominican Republic,Latin America and Caribbean,Happiness score,2021,5.545
1115,Ecuador,Latin America and Caribbean,Happiness score,2021,5.764
1116,Egypt,Middle East and North Africa,Happiness score,2021,4.283
1117,El Salvador,Latin America and Caribbean,Happiness score,2021,6.061
1118,Estonia,Central and Eastern Europe,Happiness score,2021,6.189
1119,Ethiopia,Sub-Saharan Africa,Happiness score,2021,4.275
1120,Finland,Western Europe,Happiness score,2021,7.842
1121,France,Western Europe,Happiness score,2021,6.69
1122,Gabon,Sub-Saharan Africa,Happiness score,2021,4.852
1123,Gambia,Sub-Saharan Africa,Happiness score,2021,5.051
1124,Georgia,Commonwealth of Independent States,Happiness score,2021,4.891
1125,Germany,Western Europe,Happiness score,2021,7.155
1126,Ghana,Sub-Saharan Africa,Happiness score,2021,5.088
1127,Greece,Western Europe,Happiness score,2021,5.723
1128,Guatemala,Latin America and Caribbean,Happiness score,2021,6.435
1129,Guinea,Sub-Saharan Africa,Happiness score,2021,4.984
1130,Haiti,Latin America and Caribbean,Happiness score,2021,3.615
1131,Honduras,Latin America and Caribbean,Happiness score,2021,5.919
1132,Hong Kong S.A.R. of China,East Asia,Happiness score,2021,5.477
1133,Hungary,Central and Eastern Europe,Happiness score,2021,5.992
1134,Iceland,Western Europe,Happiness score,2021,7.554
1135,India,South Asia,Happiness score,2021,3.819
1136,Indonesia,Southeast Asia,Happiness score,2021,5.345
1137,Iran,Middle East and North Africa,Happiness score,2021,4.721
1138,Iraq,Middle East and North Africa,Happiness score,2021,4.854
1139,Ireland,Western Europe,Happiness score,2021,7.085
1140,Israel,Middle East and North Africa,Happiness score,2021,7.157
1141,Italy,Western Europe,Happiness score,2021,6.483
1142,Ivory Coast,Sub-Saharan Africa,Happiness score,2021,5.306
1143,Jamaica,Latin America and Caribbean,Happiness score,2021,6.309
1144,Japan,East Asia,Happiness score,2021,5.94
1145,Jordan,Middle East and North Africa,Happiness score,2021,4.395
1146,Kazakhstan,Commonwealth of Independent States,Happiness score,2021,6.152
1147,Kenya,Sub-Saharan Africa,Happiness score,2021,4.607
1148,Kosovo,Central and Eastern Europe,Happiness score,2021,6.372
1149,Kuwait,Middle East and North Africa,Happiness score,2021,6.106
1150,Kyrgyzstan,Commonwealth of Independent States,Happiness score,2021,5.744
1151,Laos,Southeast Asia,Happiness score,2021,5.03
1152,Latvia,Central and Eastern Europe,Happiness score,2021,6.032
1153,Lebanon,Middle East and North Africa,Happiness score,2021,4.584
1154,Lesotho,Sub-Saharan Africa,Happiness score,2021,3.512
1155,Liberia,Sub-Saharan Africa,Happiness score,2021,4.625
1156,Libya,Middle East and North Africa,Happiness score,2021,5.41
1157,Lithuania,Central and Eastern Europe,Happiness score,2021,6.255
1158,Luxembourg,Western Europe,Happiness score,2021,7.324
1159,Macedonia,Central and Eastern Europe,Happiness score,2021,
1160,Madagascar,Sub-Saharan Africa,Happiness score,2021,4.208
1161,Malawi,Sub-Saharan Africa,Happiness score,2021,3.6
1162,Malaysia,Southeast Asia,Happiness score,2021,5.384
1163,Maldives,South Asia,Happiness score,2021,5.198
1164,Mali,Sub-Saharan Africa,Happiness score,2021,4.723
1165,Malta,Western Europe,Happiness score,2021,6.602
1166,Mauritania,Sub-Saharan Africa,Happiness score,2021,4.227
1167,Mauritius,Sub-Saharan Africa,Happiness score,2021,6.049
1168,Mexico,Latin America and Caribbean,Happiness score,2021,6.317
1169,Moldova,Commonwealth of Independent States,Happiness score,2021,5.766
1170,Mongolia,East Asia,Happiness score,2021,5.677
1171,Montenegro,Central and Eastern Europe,Happiness score,2021,5.581
1172,Morocco,Middle East and North Africa,Happiness score,2021,4.918
1173,Mozambique,Sub-Saharan Africa,Happiness score,2021,4.794
1174,Myanmar,Southeast Asia,Happiness score,2021,4.426
1175,Namibia,Sub-Saharan Africa,Happiness score,2021,4.574
1176,Nepal,South Asia,Happiness score,2021,5.269
1177,Netherlands,Western Europe,Happiness score,2021,7.464
1178,New Zealand,North America and ANZ,Happiness score,2021,7.277
1179,Nicaragua,Latin America and Caribbean,Happiness score,2021,5.972
1180,Niger,Sub-Saharan Africa,Happiness score,2021,5.074
1181,Nigeria,Sub-Saharan Africa,Happiness score,2021,4.759
1182,North Cyprus,Western Europe,Happiness score,2021,5.536
1183,North Macedonia,Central and Eastern Europe,Happiness score,2021,5.101
1184,Norway,Western Europe,Happiness score,2021,7.392
1185,Pakistan,South Asia,Happiness score,2021,4.934
1186,Palestinian Territories,Middle East and North Africa,Happiness score,2021,4.517
1187,Panama,Latin America and Caribbean,Happiness score,2021,6.18
1188,Paraguay,Latin America and Caribbean,Happiness score,2021,5.653
1189,Peru,Latin America and Caribbean,Happiness score,2021,5.84
1190,Philippines,Southeast Asia,Happiness score,2021,5.88
1191,Poland,Central and Eastern Europe,Happiness score,2021,6.166
1192,Portugal,Western Europe,Happiness score,2021,5.929
1193,Romania,Central and Eastern Europe,Happiness score,2021,6.14
1194,Russia,Commonwealth of Independent States,Happiness score,2021,5.477
1195,Rwanda,Sub-Saharan Africa,Happiness score,2021,3.415
1196,Saudi Arabia,Middle East and North Africa,Happiness score,2021,6.494
1197,Senegal,Sub-Saharan Africa,Happiness score,2021,5.132
1198,Serbia,Central and Eastern Europe,Happiness score,2021,6.078
1199,Sierra Leone,Sub-Saharan Africa,Happiness score,2021,3.849
1200,Singapore,Southeast Asia,Happiness score,2021,6.377
1201,Slovakia,Central and Eastern Europe,Happiness score,2021,6.331
1202,Slovenia,Central and Eastern Europe,Happiness score,2021,6.461
1203,South Africa,Sub-Saharan Africa,Happiness score,2021,4.956
1204,South Korea,East Asia,Happiness score,2021,5.845
1205,South Sudan,Sub-Saharan Africa,Happiness score,2021,
1206,Spain,Western Europe,Happiness score,2021,6.491
1207,Sri Lanka,South Asia,Happiness score,2021,4.325
1208,Swaziland,Sub-Saharan Africa,Happiness score,2021,4.308
1209,Sweden,Western Europe,Happiness score,2021,7.363
1210,Switzerland,Western Europe,Happiness score,2021,7.571
1211,Taiwan Province of China,East Asia,Happiness score,2021,6.584
1212,Tajikistan,Commonwealth of Independent States,Happiness score,2021,5.466
1213,Tanzania,Sub-Saharan Africa,Happiness score,2021,3.623
1214,Thailand,Southeast Asia,Happiness score,2021,5.985
1215,Togo,Sub-Saharan Africa,Happiness score,2021,4.107
1216,Trinidad and Tobago,Latin America and Caribbean,Happiness score,2021,
1217,Tunisia,Middle East and North Africa,Happiness score,2021,4.596
1218,Turkey,Middle East and North Africa,Happiness score,2021,4.948
1219,Turkmenistan,Commonwealth of Independent States,Happiness score,2021,5.066
1220,Uganda,Sub-Saharan Africa,Happiness score,2021,4.636
1221,Ukraine,Commonwealth of Independent States,Happiness score,2021,4.875
1222,United Arab Emirates,Middle East and North Africa,Happiness score,2021,6.561
1223,United Kingdom,Western Europe,Happiness score,2021,7.064
1224,United States,North America and ANZ,Happiness score,2021,6.951
1225,Uruguay,Latin America and Caribbean,Happiness score,2021,6.431
1226,Uzbekistan,Commonwealth of Independent States,Happiness score,2021,6.179
1227,Venezuela,Latin America and Caribbean,Happiness score,2021,4.892
1228,Vietnam,Southeast Asia,Happiness score,2021,5.411
1229,Yemen,Middle East and North Africa,Happiness score,2021,3.658
1230,Zambia,Sub-Saharan Africa,Happiness score,2021,4.073
1231,Zimbabwe,Sub-Saharan Africa,Happiness score,2021,3.145
1232,Afghanistan,South Asia,Happiness score,% Change,-1.7102347089276766
1233,Albania,Central and Eastern Europe,Happiness score,% Change,4.798575288908103
1234,Algeria,Middle East and North Africa,Happiness score,% Change,-2.3595887865630534
1235,Argentina,Latin America and Caribbean,Happiness score,% Change,-0.7648915292629169
1236,Armenia,Commonwealth of Independent States,Happiness score,% Change,12.961859718050874
1237,Australia,North America and ANZ,Happiness score,% Change,-0.5510297837858728
1238,Austria,Western Europe,Happiness score,% Change,-0.3591887280461972
1239,Azerbaijan,Commonwealth of Independent States,Happiness score,% Change,0.12004013320037817
1240,Bahrain,Middle East and North Africa,Happiness score,% Change,6.739675649876219
1241,Bangladesh,South Asia,Happiness score,% Change,3.9769924792981968
1242,Belarus,Commonwealth of Independent States,Happiness score,% Change,-0.10649697982463616
1243,Belgium,Western Europe,Happiness score,% Change,-0.42981157562210043
1244,Benin,Sub-Saharan Africa,Happiness score,% Change,-3.2783757165893253
1245,Bolivia,Latin America and Caribbean,Happiness score,% Change,-0.5480633895153747
1246,Bosnia and Herzegovina,Central and Eastern Europe,Happiness score,% Change,2.4479667244041146
1247,Botswana,Sub-Saharan Africa,Happiness score,% Change,-0.3420608856393257
1248,Brazil,Latin America and Caribbean,Happiness score,% Change,-0.7152246375896009
1249,Bulgaria,Central and Eastern Europe,Happiness score,% Change,3.2245411134696895
1250,Burkina Faso,Sub-Saharan Africa,Happiness score,% Change,1.3693433286997923
1251,Burundi,Sub-Saharan Africa,Happiness score,% Change,-0.00794707699875188
1252,Cambodia,Southeast Asia,Happiness score,% Change,-0.3795090248281724
1253,Cameroon,Sub-Saharan Africa,Happiness score,% Change,1.1229345532945805
1254,Canada,North America and ANZ,Happiness score,% Change,-1.7850971339097972
1255,Central African Republic,Sub-Saharan Africa,Happiness score,% Change,
1256,Chad,Sub-Saharan Africa,Happiness score,% Change,-1.5307375382036021
1257,Chile,Latin America and Caribbean,Happiness score,% Change,-0.9071187285366002
1258,China,East Asia,Happiness score,% Change,4.197975480488006
1259,Colombia,Latin America and Caribbean,Happiness score,% Change,-2.456439120458855
1260,Comoros,Sub-Saharan Africa,Happiness score,% Change,0.009327799351416194
1261,Congo (Brazzaville),Sub-Saharan Africa,Happiness score,% Change,2.8415249252450834
1262,Congo (Kinshasa),Sub-Saharan Africa,Happiness score,% Change,
1263,Costa Rica,Latin America and Caribbean,Happiness score,% Change,-0.735808687762641
1264,Croatia,Central and Eastern Europe,Happiness score,% Change,6.8541392517009765
1265,Cyprus,Western Europe,Happiness score,% Change,1.03913104126164
1266,Czech Republic,Central and Eastern Europe,Happiness score,% Change,0.7828196485541598
1267,Denmark,Western Europe,Happiness score,% Change,-0.3348310469947833
1268,Dominican Republic,Latin America and Caribbean,Happiness score,% Change,-2.5346257105799763
1269,Ecuador,Latin America and Caribbean,Happiness score,% Change,-2.7205830415999688
1270,Egypt,Middle East and North Africa,Happiness score,% Change,3.1700127229052613
1271,El Salvador,Latin America and Caribbean,Happiness score,% Change,-4.525620731615146
1272,Estonia,Central and Eastern Europe,Happiness score,% Change,2.776577731934032
1273,Ethiopia,Sub-Saharan Africa,Happiness score,% Change,2.1212520899102456
1274,Finland,Western Europe,Happiness score,% Change,0.4264463308555887
1275,France,Western Europe,Happiness score,% Change,0.39317263320957163
1276,Gabon,Sub-Saharan Africa,Happiness score,% Change,0.4700489375921134
1277,Gambia,Sub-Saharan Africa,Happiness score,% Change,6.323414890530595
1278,Georgia,Commonwealth of Independent States,Happiness score,% Change,4.6740619295905725
1279,Germany,Western Europe,Happiness score,% Change,1.1193088929760546
1280,Ghana,Sub-Saharan Africa,Happiness score,% Change,-1.1654966154278656
1281,Greece,Western Europe,Happiness score,% Change,3.771534706325589
1282,Guatemala,Latin America and Caribbean,Happiness score,% Change,0.5641589620007892
1283,Guinea,Sub-Saharan Africa,Happiness score,% Change,0.7011130729212816
1284,Haiti,Latin America and Caribbean,Happiness score,% Change,-2.8434725110049874
1285,Honduras,Latin America and Caribbean,Happiness score,% Change,-0.5744786633581302
1286,Hong Kong S.A.R. of China,East Asia,Happiness score,% Change,-0.6061233141540343
1287,Hungary,Central and Eastern Europe,Happiness score,% Change,-0.13999176567571378
1288,Iceland,Western Europe,Happiness score,% Change,0.6596054178220141
1289,India,South Asia,Happiness score,% Change,6.876000417188606
1290,Indonesia,Southeast Asia,Happiness score,% Change,1.123804542927227
1291,Iran,Middle East and North Africa,Happiness score,% Change,1.0401507152812839
1292,Iraq,Middle East and North Africa,Happiness score,% Change,1.446245323388447
1293,Ireland,Western Europe,Happiness score,% Change,-0.12264307883611018
1294,Israel,Middle East and North Africa,Happiness score,% Change,0.39839349266257135
1295,Italy,Western Europe,Happiness score,% Change,1.4966942379521855
1296,Ivory Coast,Sub-Saharan Africa,Happiness score,% Change,1.3891767736728324
1297,Jamaica,Latin America and Caribbean,Happiness score,% Change,7.117388075579491
1298,Japan,East Asia,Happiness score,% Change,1.17871468603652
1299,Jordan,Middle East and North Africa,Happiness score,% Change,-5.1452489511749935
1300,Kazakhstan,Commonwealth of Independent States,Happiness score,% Change,1.553344372564846
1301,Kenya,Sub-Saharan Africa,Happiness score,% Change,0.5236704351229126
1302,Kosovo,Central and Eastern Europe,Happiness score,% Change,0.7398962625795819
1303,Kuwait,Middle East and North Africa,Happiness score,% Change,0.06391414541075123
1304,Kyrgyzstan,Commonwealth of Independent States,Happiness score,% Change,3.6542435195902923
1305,Laos,Southeast Asia,Happiness score,% Change,2.892446317420256
1306,Latvia,Central and Eastern Europe,Happiness score,% Change,1.3781545148281475
1307,Lebanon,Middle East and North Africa,Happiness score,% Change,-3.92958412738472
1308,Lesotho,Sub-Saharan Africa,Happiness score,% Change,-3.85457949520091
